org_name,org_name_spanish,org_website,org_languages_spoken,org_languages_spoken_spanish,org_customers_served,org_customers_served_spanish,org_notes,org_notes_spanish,org_categories,org_categories_spanish,org_tags,org_tags_spanish,org_locations,org_services,org_schedule,org_id,locations_id,locations_city,location_address,location_address_2,location_name,location_name_spanish,location_state,location_email,location_zip,location_phone,location_website,location_notes,location_notes_spanish,location_services,location_services_spanish,location_latitude,location_longitude,services_names,services_id,schedule_location_name,schedule_locations_id,schedule_open_time,schedule_close_time,schedule_ordinal_open,schedule_day,schedule_day_spanish,schedule_notes,schedule_notes_spanish,Field 46,locations,locations 2,locations 3,locations 4
Anka Behavioral Health,Salud del comportamiento de Anka,,English,inglés,Mentally Ill,Mentalmente enfermo,Crisis stabilization and transitional housing for chronically mentally ill persons and those with severe addictions.,Estabilización de crisis y vivienda transitoria para personas con enfermedades mentales crónicas y adicciones graves.,"housing,substance use","vivienda,uso de sustancias","anka behavioral health,mentally ill,english,93110,santa barbara,mental illness,transitional shelter,crisis stabilization,housing,93458,santa maria,housing for people with mental health issues,66 s. san antonio street,212 carmen lane,substance use","anka salud conductual,enfermo mental,inglés,93110,santa barbara,enfermedad mental,refugio transitorio,estabilización de crisis,vivienda,93458,santa maria,vivienda para personas con problemas de salud mental,66 s. calle san antonio,212 carmen lane,uso de sustancias","Santa Barbara,Santa Maria","Housing for People With Mental Health Issues,Transitional Shelter,Crisis Stabilization,Mental Illness,Housing",,1039,"272, 663","Santa Barbara, Santa Maria","66 S. San Antonio Street, 212 Carmen Lane", Suite 201,Santa Maria Office,Oficina Santa Maria,"CA, CA",,"93110, 93458","(805) 947-5175, (805) 739-8706",,"-Transitional and emergency program for those with serious, persistent mental illness, making typical emergency housing environments challenging -Stay up to 30 days","-Programa de transición y de emergencia para personas con enfermedades mentales graves y persistentes, lo que hace que los entornos típicos de viviendas de emergencia sean desafiantes -Permanezca hasta 30 días","Transitional Shelter, Crisis Stabilization, Mental Illness, Housing;Housing for People With Mental Health Issues, Transitional Shelter","Refugio de transición, vivienda, estabilización de crisis, enfermedad mental; vivienda para personas con problemas de salud mental, refugio de transición","34.44012360, 34.92463670","-119.78138880, -120.43832860","Housing for People With Mental Health Issues, Transitional Shelter, Crisis Stabilization, Mental Illness, Housing","83, 42, 54, 53, 89",,,,,;,;,;,;,;,,,,,
Apple One ,Manzana uno,https://www.appleone.com/,English,inglés,,,"We at AppleOne have one true belief. We believe in people. Since 1964, we have connected the best people, their talents, skills, career goals, and aspirations with the best companies. We are ""Career Gurus."" We are ""People-People."" Let us introduce you!","En AppleOne tenemos una creencia verdadera. Creemos en las personas. Desde 1964, hemos conectado a las mejores personas, sus talentos, habilidades, metas profesionales y aspiraciones con las mejores empresas. Somos ""gurús de la carrera"". Somos ""Gente-Gente"". ¡Te presentamos!",employment,empleo,"apple one ,appleone,one,true,belief,believe,people,since,1964,connected,best,talents,skills,career,goals,aspirations,companies,gurus,peoplepeople,let,us,introduce,english,93105,santa barbara,mon,tue,wed,thu,fri,,employment,3700 state street ste 200 ","manzana uno,uno,verdadero,creencia,creer,gente,desde,1964,conectado,mejor,talentos,habilidades,carrera,metas,aspiraciones,empresas,gurús,gente gente,vamos,nosotros,introducir,inglés,93105,santa barbara,lun,mar,mié,jue,vie,empleo,3700 state street ste 200",Santa Barbara,Employment,7:30,872,60,Santa Barbara,3700 State Street Ste 200 ,,,,CA,,93105,(805) 569-9024,,,,Employment,Empleo,34.44110150,-119.74235530,Employment,2,Santa Barbara,60,7:30,17:30,,"Mon, Tue, Wed, Thu, Fri, ","Lun, mar, mié, jue, vie,",,,,,,,
Assistance League of Santa Barbara,Liga de Asistencia de Santa Bárbara,,English,inglés,,,,,"clothing,community support","ropa,apoyo comunitario","assistance league of santa barbara,english,93105,santa barbara,1259 veronica springs road,clothing,community support,thrift store","asistencia liga de santa barbara,inglés,93105,santa barbara,1259 veronica springs road,ropa,apoyo comunitario,tienda de segunda mano",Santa Barbara,"Thrift Store,Clothing","10:00,10:00",1214,671,Santa Barbara,1259 Veronica Springs Road,,,,CA,,93105,(805) 687-9717,,,,"Thrift Store, Clothing","Tienda de segunda mano, Ropa",34.41852500,-119.74201410,"Thrift Store, Clothing","117, 80",Santa Barbara;Santa Barbara,"671, 671","10:00, 10:00","15:00, 13:00",;,"Mon, Wed;Sun","Lun, mié; dom.",;,;,,,,,
Aurora Vista Del Mar Hospital,Aurora Vista Del Mar Hospital,,English,inglés,Veterans,Veteranos,Behavioral health support for military veterans. Services veterans of Santa Barbara County.,Apoyo de salud conductual para veteranos militares. Servicios a los veteranos del condado de Santa Bárbara.,medical support,Atención médica,"aurora vista del mar hospital,veterans,english,93001,ventura,801 seneca street,medical support,behavioral wellness","aurora vista del mar hospital,veteranos,inglés,93001,ventura,801 seneca street,apoyo médico,bienestar conductual",Ventura,Behavioral Wellness,,1246,705,Ventura,801 Seneca Street,,,,CA,,93001,(805) 653-6434,,,,Behavioral Wellness,Bienestar conductual,34.30803100,-119.28369270,Behavioral Wellness,185,,,,,,,,,,,,,,
Back to Basics,Volver a lo básico,http://backtobasicsequineassistedrecovery.com/,English,inglés,Women,Mujeres,"Sober living home for women. Equine assisted recovery  for up to 14 women. 12-step program required. 
Cost: UNKNOWN 

",Hogar de vida sobria para mujeres. Recuperación asistida por equinos para hasta 14 mujeres. Se requiere un programa de 12 pasos. Costo: DESCONOCIDO,substance use,uso de sustancias,"back to basics,women,sober,living,home,equine,assisted,recovery,14,12step,program,required,cost,unknown,english,93101,santa barbara,93436,lompoc,sober living homes,1107 san andres street,2800 harris,93455,orcutt,993 patterson road,substance use","regreso a lo básico,mujeres,sobrio,vivo,hogar,equino,asistido,recuperación,14,12 pasos,programa,requerido,costo,desconocido,inglés,93101,santa barbara,93436,lompoc,hogares para vivir sobrio,1107 calle san andres,2800 harris,93455,orcutt,993 patterson road,uso de sustancias","Santa Barbara,Lompoc,Orcutt",Sober Living Homes,"19:00,18:30",9,"11, 158, 191","Santa Barbara, Lompoc, Orcutt","1107 San Andres Street, 2800 Harris, 993 Patterson Road",,,,"CA, CA, CA",,"93101, 93436, 93455",(805) 617-9893,,,,Sober Living Homes;;,Hogares de vida sobria ;;,"34.41503000, 34.68546900, 34.86897190","-119.71157000, -120.44026380, -120.42216950",Sober Living Homes,3,Lompoc;Orcutt,"158, 191","19:00, 18:30","20:00, 19:30",;;,;Mon;Thu,; Lun; jue,;;,;;,,,,,
Band of Brothers—Echo Group,Band of Brothers — Echo Group,https://echovets.org/,English,inglés,Veterans,Veteranos,Recreational sports group for veterans of any service and active duty members. Offers other support.,Grupo de deportes recreativos para veteranos de cualquier servicio y miembros en servicio activo. Ofrece otro apoyo.,community support,soporte comunitario,"band of brothers—echo group,veterans,english,93454,santa maria,sports,support groups,community support","banda de hermanos — grupo de eco,veteranos,inglés,93454,santa maría,deportes,grupos de apoyo,apoyo comunitario",Santa Maria,"Sports,Support Groups","09:00,00:00",1230,694,Santa Maria,Santa Maria,,,,CA,,93454,(805) 458-0368,,,,"Sports, Support Groups","Deportes, Grupos de apoyo",34.95303370,-120.43571910,"Sports, Support Groups","197, 82",Santa Maria;Santa Maria,"694, 694","09:00, 00:00","17:00, 00:00",;,"Mon, Tue, Wed, Thu, Fri;Sat","Lun, mar, mié, jue, vie; sáb",;By Appointment,;Con cita,,,,,
Bankruptcy Clinic ,Clínica de quiebras,,English,inglés,,,,,legal services,servicios jurídicos,"bankruptcy clinic ,english,93101,santa barbara,bankruptcy clinic,1415 state street,legal services","clínica de bancarrotas,inglés,93101,santa barbara,1415 state street,servicios legales",Santa Barbara,Bankruptcy Clinic,10:00,1136,467,Santa Barbara,1415 State Street,,,,CA,,93101,,,,,Bankruptcy Clinic,Clínica de quiebras,34.42532460,-119.70774290,Bankruptcy Clinic,125,Santa Barbara,467,10:00,12:00,,Fri,Vie,,,,,,,
Beatitude House,Casa de la Beatitud,https://www.catholicworker.org/communities/houses/ca-guadalupe-beatitude-house.html,English,inglés,,," Beatitude House is a community of volunteers from various backgrounds, all committed to serving Guadalupe's low-income residents. Beatitude House's current programs for direct service include: food, clothing and furniture distribution; medical clinic; medical and social service advocacy; and a summer day camp for kids. In line with the Catholic Worker philosophy of not merely serving the poor but also resisting war and other social injustices that perpetuate poverty, Beatitude House conducts regular vigils and civil disobedience at Vandenburg Air Force Base.","Beatitude House es una comunidad de voluntarios de diversos orígenes, todos comprometidos a servir a los residentes de bajos ingresos de Guadalupe. Los programas actuales de Beatitude House para el servicio directo incluyen: distribución de alimentos, ropa y muebles; Clinica Medica; defensa de los servicios médicos y sociales; y un campamento de verano para niños. De acuerdo con la filosofía del Trabajador Católico de no solo servir a los pobres sino también resistir la guerra y otras injusticias sociales que perpetúan la pobreza, Beatitude House lleva a cabo vigilias regulares y desobediencia civil en la Base de la Fuerza Aérea de Vandenburg.",food,comida,"beatitude house,english,93434,guadalupe,267 campodonico ave,food,bulk food","casa de la beatitud,inglesas,93434,guadalupe,267 campodonico ave,comida,comida a granel",Guadalupe,Bulk Food,11:30,1168,533,Guadalupe,267 Campodonico Ave,,,,CA,beatitudecatholicworker@gmail.com,93434,(805) 343-6322,,,,Bulk Food,Alimentos a granel,34.96117020,-120.57555400,Bulk Food,48,Guadalupe,533,11:30,12:45,,Tue,Tuya,,,,,,,
Behavioral Wellness,Bienestar conductual,https://www.countyofsb.org/behavioral-wellness,English,inglés,,,ACCESS LINE 888-868-1649,LÍNEA DE ACCESO 888-868-1649,"medical support,substance use,mental health","apoyo médico,uso de sustancias,salud mental","behavioral wellness,english,93455,santa maria,93458,93436,lompoc,93110,santa barbara,mental illness,health care center,drug and alcohol counseling,child health & disabilities,500 w. foster rd,212 carmen ln,401 e. ocean ave,117 north b street,66 south san antonio road,429 n. san antonio road,4444 calle real,2034 de la vina st,315 camino del remedio,medical support,substance use,mental health","bienestar conductual,inglés,93455,santa maria,93458,93436,lompoc,93110,santa barbara,enfermedad mental,centro de salud,consejería sobre drogas y alcohol,salud infantil y discapacidades,500 w. Foster rd,212 carmen ln,401 e. Ocean Ave,117 North B Street,66 South San Antonio Road,429 N. carretera san antonio,4444 calle real,2034 de la vina st,315 camino del remedio,apoyo médico,uso de sustancias,salud mental","Santa Maria,Santa Maria,Lompoc,Lompoc,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara,Santa Barbara","Child Health & Disabilities,Mental Illness,Health Care Center,Drug and Alcohol Counseling",,1142,"483, 484, 485, 486, 487, 488, 489, 490, 491, 492","Santa Maria, Santa Maria, Lompoc, Lompoc, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara, Santa Barbara","500 W. Foster Rd, 212 Carmen Ln, 401 E. Ocean Ave, 117 North B Street, 66 South San Antonio Road, 429 N. San Antonio Road, 4444 Calle Real, 2034 De La Vina St, 315 Camino del Remedio, 315 Camino Del Remedio",,"Santa Maria County Mental Health, CARES North, Santa Barbara County Behavioral Wellness, Adult Mental Health Services, Crestwood Behavorial Health Inc, Children's Mental Health Services, Adult Mental Health Services Santa Barbara, De La Vina Clinic, Psychiatric Health Facility, Alcohol & Drug Program","Salud Mental del Condado de Santa Maria,CARES North,Bienestar del Comportamiento del Condado de Santa Bárbara,Servicios de Salud Mental para Adultos,Crestwood Behavorial Health Inc,Servicios de Salud Mental para Niños,Servicios de Salud Mental para Adultos Santa Bárbara,Clínica De La Vina,Centro de Salud Psiquiátrica,Programa de Alcohol y Drogas","CA, CA, CA, CA, CA, CA, CA, CA, CA, CA",,"93455, 93458, 93436, 93436, 93110, 93110, 93110, 93110, 93110, 93110","(805) 934-6385, (805) 739-8700, (805) 737-6600, (805) 737-6690, (805) 947-5175, (805) 884-1600, (805) 681-5190, (805) 681-5450, (805) 681-5244, (805) 681-5440","https://www.countyofsb.org/behavioral-wellness/contacts.sbc, https://crestwoodbehavioralhealth.com/location/santa-barbara-crisis-residential/","Western Village Shopping Center, Crestwood’s Santa Barbara Crisis Residential is a short-term, voluntary, mental health Crisis Residential Treatment Program that welcomes our guests into a warm, homelike environment. Guests are provided with innovative programs that are based on Crestwood’s commitment to providing a continuum of care that puts them on the road to recovery.","Western Village Shopping Center, Crestwood's Santa Barbara Crisis Residential es un programa de tratamiento residencial voluntario de salud mental a corto plazo que da la bienvenida a nuestros huéspedes en un ambiente cálido y hogareño. Los huéspedes reciben programas innovadores que se basan en el compromiso de Crestwood de brindar una atención continua que los ponga en el camino hacia la recuperación.",Mental Illness;;Health Care Center;;Mental Illness;Child Health & Disabilities;Mental Illness;;Mental Illness;Drug and Alcohol Counseling,Enfermedad mental; Centro de atención médica; Enfermedad mental; Salud infantil y discapacidades; Enfermedad mental; Enfermedad mental; Consejería sobre drogas y alcohol,"34.88067900, 34.92463670, 34.63923740, 34.63986040, 34.44012360, 34.44606770, 34.44327110, 34.42967550, 34.44415840, 34.44415840","-120.44215430, -120.43832860, -120.46188850, -120.45063790, -119.78138880, -119.78076250, -119.77896410, -119.71787660, -119.78064790, -119.78064790","Child Health & Disabilities, Mental Illness, Health Care Center, Drug and Alcohol Counseling","104, 53, 103, 88",,,,,;;;;;;;;;,;;;;;;;;;,;;;;;;;;;;,;;;;;;;;;,;;;;;;;;;;,,,,,
Bethany Lutheran Church,Iglesia Luterana Betania,https://www.bethanylompoc.org/home,English,inglés,,,Provide opportunities for people to grow in a living and loving relationship with Jesus Christ. Seek out opportunities for service and enable each other to embrace ministry opportunities.,Brinde oportunidades para que las personas crezcan en una relación viva y amorosa con Jesucristo. Busquen oportunidades de servicio y capacítense mutuamente para aprovechar las oportunidades del ministerio.,food,comida,"bethany lutheran church,english,93436,lompoc,135 s. e street,food,lunch","betania iglesia luterana,inglés,93436,lompoc,135 s. e calle,comida,almuerzo",Lompoc,Lunch,12:00,1020,245,Lompoc,135 S. E Street,,,,CA,bethanylompoc@gmail.com,93436,(805) 736-8615,,,,Lunch,Almuerzo,34.63753350,-120.45447090,Lunch,46,Lompoc,245,12:00,13:00,,Fri,Vie,,,,,,,
Bike Station #6 Granada Garage ,Bike Station # 6 Granada Garage,,English,inglés,,,"Showers: $96 for a year pass, $12 for a month pass, $1  for a day pass","Duchas: $ 96 por un pase de un año, $ 12 por un pase de un mes, $ 1 por un pase de un día",community support,soporte comunitario,"bike station #6 granada garage ,english,93101,santa barbara,1219 anacapa street,community support,showers","estación de bicicletas # 6 granada garage,english,93101,santa barbara,1219 anacapa street,community support,duchas",Santa Barbara,Showers,,1130,461,Santa Barbara,1219 Anacapa Street,,,,CA,,93101,,,,,Showers,Duchas,34.42466920,-119.70401810,Showers,121,,,,,,,,,,,,,,
Birth Certificates,Certificados de nacimiento,https://countyofsb.org/care/recorder/vital-records/births.sbc,English,inglés,,,Cost is $21.50 plus a mail fee of $2. Contact your local  United Way for a fee waiver.  If born outside of the county contact State Vital Records  Office at 916-445-2684.  If born out of the state contact that State’s Vital Records  Office—www.cdc.gov/nchs/w2w.htm ,"El costo es de $ 21.50 más una tarifa de correo de $ 2. Comuníquese con su United Way local para obtener una exención de tarifas. Si nació fuera del condado, comuníquese con la Oficina de Registros Vitales del Estado al 916-445-2684. Si nació fuera del estado, comuníquese con la Oficina de Registros Vitales de ese estado: www.cdc.gov/nchs/w2w.htm",resource directory,directorio de recursos,"birth certificates,english,93436,lompoc,401 e. cypress street,93455,santa maria,511 e. lakeside parkway ,resource directory,birth certificate","certificados de nacimiento,inglés,93436,lompoc,401 e. calle ciprés,93455,santa maría,511 e. Lakeside Parkway,directorio de recursos,certificado de nacimiento","Lompoc,Santa Maria",Birth Certificate,,1086,"394, 623","Lompoc, Santa Maria","401 E. Cypress Street, 511 E. Lakeside Parkway ","#102 , #115",,,"CA, CA",,"93436, 93455",,,Cost is $21.50 plus a mail fee of $2. Contact your local  United Way for a fee waiver.  If born outside of the county contact State Vital Records  Office at 916-445-2684.  If born out of the state contact that State’s Vital Records  Office—www.cdc.gov/nchs/w2w.htm ,"El costo es de $ 21.50 más una tarifa de correo de $ 2. Comuníquese con su United Way local para obtener una exención de tarifas. Si nació fuera del condado, comuníquese con la Oficina de Registros Vitales del Estado al 916-445-2684. Si nació fuera del estado, comuníquese con la Oficina de Registros Vitales de ese estado: www.cdc.gov/nchs/w2w.htm",Birth Certificate;,Certificado de nacimiento;,"34.63747810, 34.92316920","-120.45381060, -120.42833630",Birth Certificate,112,,,,,;,;,;,;,;,,,,,
